0,43388,28661,844761,4790
1,49002,23047,849551,0
2,48943,23100,849556,1
3,48907,23294,849399,0
4,48835,23312,849444,9
5,48812,23102,849682,4
6,48782,22871,849928,19
7,48687,22950,849936,27
8,48644,23085,849809,62
9,48650,22455,850448,47
10,48562,23134,849860,44
11,48546,22812,850196,46
12,48594,23205,849746,55
13,48661,23792,849085,62
14,48716,23776,849029,79
15,48775,23608,849134,83
16,48894,23247,849349,110
17,48957,23103,849428,112
18,48992,24124,848339,145
19,49011,24583,847836,170
20,49170,24259,848056,115
21,49114,23321,849059,106
22,49098,23637,848742,123
23,49009,23710,848725,156
24,48981,24286,848221,112
25,48959,23820,848742,79
26,48935,23217,849412,36
27,48871,23996,848697,36
28,48811,24006,848749,34
29,48746,24676,848142,36
30,48670,24702,848180,48
31,48609,25141,847808,42
32,48546,24784,848222,48
33,48464,24730,848352,54
34,48404,23410,849755,31
35,48366,25265,847927,42
36,48188,25383,847935,94
37,48052,25710,847664,174
38,47998,25755,847623,224
39,47982,25826,847557,235
40,47757,25816,847631,396
41,47904,25911,847544,241
42,47907,25936,847541,216
43,47852,26045,847481,222
44,47862,26090,847404,244
45,47754,25856,847652,338
46,47810,26095,847381,314
47,47889,25450,847901,360
48,47954,24771,848480,395
49,48122,25468,847624,386
50,48259,25286,847625,430
51,48452,25607,847130,411
52,48533,25652,846966,449
53,48709,25630,846790,471
54,48778,25401,846909,512
55,48501,25729,846781,589
56,48652,25788,846684,476
57,48728,26135,846256,481
58,48736,25964,846368,532
59,48632,25938,846408,622
60,48683,25847,846427,643
61,48859,25579,846471,691
62,48905,25622,846362,711
63,48736,25725,846371,768
64,48573,25834,846366,827
65,48627,25916,846248,809
66,48607,25659,846538,796
67,48496,25431,846897,776
68,48527,25702,846597,774
69,48500,25760,846568,772
70,48431,25664,846738,767
71,48462,24789,847647,702
72,48034,26184,846695,687
73,47952,26018,846945,685
74,47882,26117,846929,672
75,47877,25942,847072,709
76,47933,25813,847115,739
77,47981,25667,847169,783
78,47994,25708,847112,786
79,48028,25628,847112,832
80,48012,25661,847053,874
81,48211,25585,846931,873
82,48324,25344,847031,901
83,48243,25472,846951,934
84,48310,25408,846888,994
85,48283,25473,846794,1050
86,48366,25528,846635,1071
87,48417,25518,846494,1171
88,48096,25883,846424,1197
89,48071,25969,846286,1274
90,48126,26209,845989,1276
91,48064,26253,845861,1422
92,47995,26334,845711,1560
93,47993,26272,845666,1669
94,47934,26420,845497,1749
95,47849,26437,845472,1842
96,47693,26372,845563,1972
97,47600,26562,845414,2024
98,47489,26559,845429,2123
99,47407,26547,845515,2131
100,47348,26642,845430,2180
101,47183,26749,845388,2280
102,47056,26763,845458,2323
103,47048,26724,845503,2325
104,46941,26911,845390,2358
105,46860,26886,845401,2453
106,46733,26940,845455,2472
107,46650,27199,845277,2474
108,46566,27230,845334,2470
109,46558,27197,845392,2453
110,46477,27216,845458,2449
111,46359,27325,845475,2441
112,46282,27550,845352,2416
113,46192,27591,845420,2397
114,46113,27322,845790,2375
115,46122,27283,845827,2368
116,46130,27235,845875,2360
117,46129,27317,845786,2368
118,46188,27277,845794,2341
119,46199,27312,845758,2331
120,46195,27147,845913,2345
121,46210,27006,846059,2325
122,46212,26612,846460,2316
123,46217,26924,846131,2328
124,46217,26905,846155,2323
125,46182,26819,846241,2358
126,46183,26517,846526,2374
127,46197,26742,846306,2355
128,46117,26562,846553,2368
129,46143,26663,846442,2352
130,46154,26504,846595,2347
131,46168,26630,846469,2333
