0,65231,88323,766987,1059
1,67822,85732,767629,417
2,68067,85045,768313,175
3,67727,84870,768669,334
4,67712,84780,768746,362
5,64718,84303,769220,3359
6,65727,84603,768916,2354
7,64398,84891,768621,3690
8,64235,85382,768311,3672
9,64535,19244,834443,3378
10,63281,86081,767597,4641
11,63738,86413,767225,4224
12,64756,86454,767143,3247
13,65356,86928,766634,2682
14,65674,86557,767144,2225
15,65221,14713,838952,2714
16,65729,87090,766536,2245
17,66570,87605,765979,1446
18,66886,87437,766113,1164
19,67030,86880,766802,888
20,66655,87540,766602,803
21,66323,87999,766764,514
22,65824,88035,767340,401
23,65804,88056,767265,475
24,65302,88129,767729,440
25,64486,87976,767832,1306
26,61752,87366,768387,4095
27,60183,87123,768582,5712
28,60471,87192,768460,5477
29,61200,87520,768489,4391
30,60691,86896,769066,4947
31,61417,87226,768684,4273
32,61827,88050,767814,3909
33,61781,88346,768042,3431
34,62098,88576,767769,3157
35,62559,89204,767094,2743
36,64136,89269,766770,1425
37,64674,92360,763823,743
38,64596,90717,765205,1082
39,65369,93468,762172,591
40,66409,92500,762242,449
41,66796,93734,760726,344
42,67144,93827,760564,65
43,67122,91158,763179,141
44,67238,91375,762904,83
45,67225,91551,762655,169
46,67133,91656,762483,328
47,67082,91630,762453,435
48,66472,91833,762183,1112
49,65072,91790,762161,2577
50,66318,91699,762197,1386
51,66695,91968,761480,1457
52,66690,92496,760500,1914
53,65932,92161,760852,2655
54,67807,90765,761675,1353
55,67811,90559,761893,1337
56,68921,21089,830783,807
57,69585,90795,761094,126
58,69611,89793,762117,79
59,70173,89576,761752,99
60,69964,16168,835166,302
61,70472,89847,761281,0
62,70455,88822,762323,0
63,70459,89027,762114,0
64,70416,88949,762235,0
65,70394,89415,761791,0
66,70513,89272,761815,0
67,70633,88913,762054,0
68,70970,88960,761670,0
69,71091,89155,761354,0
70,71203,89670,760727,0
71,71322,26170,824106,2
72,71441,25850,824309,0
73,71768,90941,758891,0
74,72555,23220,825798,27
