0,93194,12116,810177,6113
1,98281,7029,816031,259
2,98594,6716,815395,895
3,100000,6803,814207,590
4,101239,7389,812694,278
5,100372,17149,802170,1909
6,102085,17648,800577,1290
7,103065,8604,809745,186
8,103268,9952,808369,11
9,98521,13082,805363,4634
10,83138,12146,806269,20047
11,91884,12731,805656,11329
12,85841,9349,809163,17247
13,96789,9400,809336,6075
14,94254,13114,806004,8228
15,97109,13163,806178,5150
16,99096,12235,807315,2954
17,101465,9280,810477,378
18,99304,14203,805778,2315
19,99442,11876,807910,2372
20,99361,10619,809387,2233
21,98647,10539,809797,2617
22,98484,10630,809921,2565
23,97946,14503,806265,2886
24,99919,15990,805124,567
25,86469,13148,809301,12682
26,97454,17235,806564,347
27,94081,15998,808423,3098
28,95067,18070,807654,809
29,93846,25509,800994,1251
30,92458,24503,803298,1341
31,92412,21643,806103,1442
32,92328,20120,807584,1568
33,92096,18751,808909,1844
34,91861,18231,809370,2138
35,92336,18094,809440,1730
36,92646,17612,809876,1466
37,93714,19019,808425,442
38,53088,5826,821563,41123
39,79639,11702,816010,14249
40,91378,33182,794877,2163
41,92367,32316,796080,837
42,90914,31764,797649,1273
43,90719,24932,804303,1646
44,90568,20137,808921,1974
45,90273,16093,812675,2559
46,89779,14671,813924,3226
47,89369,13822,814587,3822
48,89758,12410,815816,3616
49,90544,12561,815489,3006
50,92823,13105,814765,907
51,93524,13414,814131,531
52,94274,17550,809639,137
53,94373,21248,805589,390
54,94601,31287,795203,509
55,95362,22677,803158,403
56,95494,25839,799345,922
57,95146,28478,796730,1246
58,96219,26631,797930,820
59,96576,21879,802690,455
60,98582,18681,804067,270
61,100558,17025,803906,111
62,102083,14206,805019,292
63,103404,10456,806872,868
64,103140,8813,809102,545
65,102009,7463,811772,356
66,100805,8394,812158,243
67,101149,33928,785841,682
68,100837,21814,798316,633
69,98496,14852,806989,1263
70,99372,12063,809458,707
71,99604,8801,812383,812
72,99074,7924,813610,992
73,98357,6693,815913,637
74,98248,6795,816165,392
75,99217,7057,815172,154
76,100007,7895,813572,126
77,101528,7858,812213,1
78,102579,8083,810793,145
79,103396,8802,809401,1
80,104002,9472,808046,80
81,104369,15514,801518,199
82,102864,15008,802002,1726
83,103587,20133,797613,267
84,103780,18254,799315,251
85,103724,16366,801193,317
86,103480,14241,803695,184
87,103011,12458,805861,270
88,102253,11636,807061,650
89,101937,9035,810284,344
90,100985,8768,811329,518
91,99762,8832,812064,942
92,98879,8786,813151,784
93,98742,8027,814244,587
94,98785,8703,813889,223
95,97877,10415,813231,77
96,96020,15851,807722,2007
97,96007,17752,805742,2099
98,96555,8095,815299,1651
99,96614,9704,813768,1514
100,95444,7116,816279,2761
101,96477,7021,815971,2131
102,97329,7059,815690,1522
103,98011,7144,815375,1070
104,98860,7009,815099,632
105,99036,7034,814834,696
106,99279,7091,814625,605
107,99528,7407,814139,526
108,99650,14038,807368,544
109,99913,20369,800871,447
110,100041,18869,802239,451
111,100251,15737,805198,414
112,100376,15543,805202,479
113,100723,13611,806943,323
114,101077,12073,808287,163
115,101217,12693,807479,211
116,100440,12536,808423,201
117,101087,11797,808695,21
118,101399,11932,808262,7
119,101824,11223,808502,51
120,102226,10748,808497,129
121,102625,10589,808377,9
122,102011,15608,803819,162
123,101465,15802,804100,233
124,101515,17587,802079,419
125,100892,15352,804834,522
126,100492,11619,809097,392
127,99787,11283,810148,382
128,98680,9405,812137,1378
129,98296,8935,812724,1645
130,98058,9088,812665,1789
131,97806,8195,813699,1900
132,97793,8196,813792,1819
133,98092,8234,813873,1401
134,98372,8742,813470,1016
135,99153,9015,812884,548
136,99616,13778,807802,404
137,99888,20118,801148,446
138,100534,18913,801647,506
139,100948,16634,803549,469
140,101297,16434,803442,427
141,101535,16193,803567,305
142,101013,15990,804358,239
143,101198,15094,805117,191
144,101320,13685,806431,164
145,100826,13501,807212,61
146,100991,13048,807531,30
147,100402,12897,808291,10
148,100526,12719,808348,7
149,100641,12448,808506,5
150,100025,14491,807039,45
151,100005,16373,805060,162
152,99447,17520,804460,173
153,98645,18725,803786,444
154,97846,16739,806532,483
155,97390,14610,808993,607
156,96720,13736,810437,707
157,95660,12493,812210,1237
158,95560,11836,812911,1293
159,96272,10971,813100,1257
160,96142,10493,813608,1357
161,97020,9895,813539,1146
162,97433,9908,813559,700
163,97663,10005,813480,452
164,98569,13626,809189,216
165,98587,20106,802743,164
166,99276,16582,805587,155
167,99295,15668,806532,105
168,99575,14190,807722,113
169,99768,13965,807699,168
170,99814,12650,808951,185
171,99850,12795,808865,90
172,99860,11909,809802,29
173,99836,11380,810378,6
174,99777,11350,810473,0
175,99695,11677,810228,0
176,99634,11612,810354,0
177,99579,11839,810182,0
178,99502,17482,804598,18
179,99341,20289,801866,104
180,99373,19452,802762,13
181,99301,18603,803674,22
182,98984,20618,801762,236
183,99000,15795,806711,94
184,98834,13754,808886,126
185,98592,11387,811564,57
186,98436,10955,812056,153
187,98171,10056,812986,387
188,97846,9464,813852,438
189,98078,9362,813771,389
190,98567,8336,814056,641
191,98692,8417,813991,500
192,99555,10643,811055,347
193,99383,18515,803185,517
194,99314,14728,806973,585
195,99868,14854,806131,747
196,99865,13221,807751,763
197,99970,13375,807410,845
198,100970,10705,809178,747
199,101266,9554,810161,619
200,102142,8220,810588,650
201,103956,6486,810661,497
202,104775,5931,810317,577
203,106081,5037,810015,467
204,106668,5178,809529,225
205,106842,5359,809172,227
206,107471,10475,803229,425
207,107078,7679,806780,63
208,106892,7725,806940,43
209,105988,9546,805862,204
210,105241,10153,805831,375
211,104456,7256,809492,396
212,103949,7456,809879,316
213,103302,5195,812898,205
214,103233,5139,812814,414
215,103509,4616,813186,289
216,103631,4076,813579,314
217,103973,4293,813202,132
218,104215,4847,812493,45
219,104325,5065,812114,96
220,104433,5416,811666,85
221,104486,8018,809017,79
222,104545,10564,806424,67
223,104538,10463,806466,133
224,104582,9069,807843,106
225,104521,9266,807615,198
226,104561,8346,808479,214
227,104773,6423,810343,61
228,104645,5478,811271,206
229,104833,5031,811676,60
230,104489,4576,812287,248
231,104495,4643,812164,298
232,104640,4756,812030,174
233,104583,4590,812134,293
234,104726,4930,811774,170
235,104813,9680,806985,122
236,104803,16641,799969,187
237,104818,13653,802934,195
238,104891,12790,803754,165
239,105182,11186,805126,106
240,105474,9651,806430,45
241,105329,9758,806322,191
242,105493,8170,807905,32
243,105432,7327,808792,49
244,105389,6525,809626,60
245,105213,6019,810368,0
246,105196,5462,810942,0
247,105036,5377,811187,0
248,104869,5212,811513,6
249,104595,7270,809623,112
250,104049,12697,804567,287
251,103924,11360,806061,255
252,103623,9112,808467,398
253,103123,7980,809731,766
254,102662,7182,810636,1120
255,102679,6462,811442,1017
256,103014,5851,812164,571
257,103293,6104,811458,745
258,103744,5845,811454,557
259,103990,5605,811432,573
260,104419,5529,811271,381
261,104985,5307,811271,37
262,105132,5719,810656,93
263,105417,10723,805326,134
264,105650,9679,806024,247
265,105791,10081,805464,264
266,105966,10982,804396,256
267,106105,13343,801870,282
268,106310,9953,805094,243
269,106549,10412,804469,170
270,106756,9537,805182,125
271,106598,8810,805934,258
272,106639,8916,805866,179
273,106715,7803,807009,73
274,106710,7557,807301,32
275,106863,7284,807400,53
276,106794,6973,807740,93
277,106718,7504,807242,136
278,106648,9692,805088,172
279,106577,8441,806371,211
280,106491,8893,805943,273
281,106297,11995,802884,424
282,106236,11749,803164,451
283,106091,11283,803663,563
284,106226,9535,805440,399
285,106257,8310,806693,340
286,106196,7900,807133,371
287,106155,7344,807719,382
288,106022,6910,808413,255
289,105967,6252,809096,285
290,105679,6055,809322,544
291,105266,6294,809114,926
292,105358,10767,804863,612
293,105211,10468,805384,537
294,105146,12403,803774,277
295,104748,11104,805401,347
296,104318,12945,803882,455
297,104750,11538,804871,441
298,105138,9835,806146,481
299,105250,9589,806337,424
300,98924,16306,805987,383
