0,65579,8195,847570,256
0,65579,8195,847570,256
1,66129,7645,847826,0
2,66033,7681,847886,0
3,65935,7662,848002,1
4,66422,7056,848122,0
5,66333,6923,848342,2
6,66230,6765,848601,4
7,66123,6749,848705,23
8,66048,6694,848853,5
9,65957,9069,846573,1
10,65254,7697,848047,602
11,64570,7602,848224,1204
12,66249,15296,840050,5
13,63269,5517,849917,2897
14,61004,5332,850188,5076
15,63758,5740,849886,2216
16,63431,5854,849864,2451
17,65636,6207,849603,154
18,65824,6494,849282,0
19,65865,6465,849270,0
20,65936,6319,849345,0
21,65899,6211,849459,31
22,65926,6189,849415,70
23,65935,6239,849353,73
24,65974,6175,849343,108
25,66015,6173,849274,138
26,65966,6186,849270,178
27,65996,6137,849273,194
28,66065,9664,845646,225
29,66137,11285,843950,228
30,66196,13451,841800,153
31,66388,15642,839545,25
32,65003,5880,849367,1350
33,61821,5847,849694,4238
34,65366,6214,849293,727
35,65570,6237,849241,552
36,65702,6199,849292,407
37,65730,6173,849333,364
38,65585,6135,849384,496
39,65607,6059,849471,463
40,65511,6028,849518,543
41,65490,5986,849574,550
42,65497,5972,849597,534
43,65512,5937,849649,502
44,65508,5953,849640,499
45,65500,5962,849649,489
46,65510,5993,849157,940
47,65629,5989,849168,814
48,65010,7573,847566,1451
49,66358,14614,840610,18
50,62922,5818,849482,3378
51,64338,5984,849310,1968
52,64986,6134,849241,1239
53,65547,6192,849154,707
54,65773,6222,849194,411
55,65711,6249,849242,398
56,64628,6170,849330,1472
57,66116,6496,848986,2
58,66043,6989,848568,0
59,66543,6468,848589,0
60,66536,6443,848621,0
61,66501,6408,848689,2
62,66460,6270,848867,3
63,66414,6187,848995,4
64,66351,6051,849173,25
65,66316,5914,849352,18
66,66231,5848,849460,61
67,66224,14871,840479,26
68,44991,11263,844134,21212
69,64447,4869,850573,1711
70,65585,4730,850556,729
71,66217,5074,850244,65
72,64252,4701,850646,2001
73,66169,5887,849495,49
74,66128,6029,849387,56
75,66085,6054,849391,70
76,66048,5952,849529,71
77,66018,5936,849577,69
78,65965,5939,849611,85
79,65949,5918,849662,71
80,65877,5888,849725,110
81,65894,5784,849791,131
82,66008,7394,848138,60
83,66048,11508,843975,69
84,66085,12050,843386,79
85,66081,11371,844025,123
86,65599,10886,844466,649
87,66197,16828,838483,92
88,66233,16784,838482,101
89,66279,16681,838538,102
90,63308,4549,850629,3114
91,63052,4500,850633,3415
92,65766,4759,850331,744
93,66435,7478,847580,107
94,66537,6559,848455,49
95,66584,5819,849142,55
96,66632,5656,849266,46
97,66675,7553,847327,45
98,66723,8493,846342,42
99,66776,8832,845967,25
100,66852,9053,845691,4
101,66899,9693,845008,0
102,66939,10047,844614,0
103,66982,10467,844151,0
104,66948,10787,843799,66
105,66933,14877,839760,30
106,66911,17225,837464,0
107,66858,17299,837443,0
108,66806,13028,841766,0
109,66754,8343,846499,4
110,66614,7482,847411,93
111,66374,7554,847391,281
112,66341,7900,847097,262
